modalidad;tipo;subtipo;count
HOMICIDIOS;DOLOSOS;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;OTROS;75.0
LESIONES;CULPOSAS;SIN DATOS;1.0
OTROS DELITOS;AMENAZAS;AMENAZAS;99.0
OTROS DELITOS;ESTUPRO;ESTUPRO;0.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;23.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);298.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;2.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;2.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;33.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;4.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;16.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;28.0
ROBO COMUN;CON VIOLENCIA;OTROS;1.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;180.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;99.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;141.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;28.0
ROBO COMUN;SIN VIOLENCIA;OTROS;96.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;17.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;1.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;1.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;OTROS;17.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;9.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;3.0
LESIONES;DOLOSAS;OTROS;193.0
LESIONES;DOLOSAS;SIN DATOS;15.0
LESIONES;CULPOSAS;CON ARMA BLANCA;1.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;2.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;61.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;210.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;7.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;78.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;11.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;0.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;4.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;2.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;1.0
HOMICIDIOS;DOLOSOS;OTROS;0.0
HOMICIDIOS;DOLOSOS;SIN DATOS;1.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;46.0
LESIONES;CULPOSAS;SIN DATOS;1.0
OTROS DELITOS;AMENAZAS;AMENAZAS;93.0
OTROS DELITOS;ESTUPRO;ESTUPRO;3.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;26.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);194.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;1.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;4.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;15.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;5.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;8.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;31.0
ROBO COMUN;CON VIOLENCIA;OTROS;0.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;187.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;92.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;189.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;34.0
ROBO COMUN;SIN VIOLENCIA;OTROS;152.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;13.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;OTROS;9.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;11.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;2.0
LESIONES;DOLOSAS;OTROS;203.0
LESIONES;DOLOSAS;SIN DATOS;15.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;2.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;26.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;13.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;18.0
ROBO COMUN;CON VIOLENCIA;OTROS;1.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;152.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;127.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;204.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;37.0
ROBO COMUN;SIN VIOLENCIA;OTROS;120.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;10.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;1.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;9.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;189.0
LESIONES;DOLOSAS;SIN DATOS;0.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;62.0
LESIONES;CULPOSAS;SIN DATOS;0.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;4.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;3.0
HOMICIDIOS;DOLOSOS;OTROS;4.0
HOMICIDIOS;DOLOSOS;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;CULPOSOS;OTROS;9.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;52.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;150.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;3.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;60.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;18.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;0.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;2.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;5.0
OTROS DELITOS;AMENAZAS;AMENAZAS;89.0
OTROS DELITOS;ESTUPRO;ESTUPRO;2.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;22.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);201.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;5.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;18.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;6.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;1.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;19.0
ROBO COMUN;CON VIOLENCIA;OTROS;14.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;218.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;109.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;120.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;1.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;33.0
ROBO COMUN;SIN VIOLENCIA;OTROS;128.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;18.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;6.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;2.0
LESIONES;DOLOSAS;OTROS;171.0
LESIONES;DOLOSAS;SIN DATOS;0.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;49.0
LESIONES;CULPOSAS;SIN DATOS;0.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;1.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;DOLOSOS;OTROS;3.0
HOMICIDIOS;DOLOSOS;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;CULPOSOS;OTROS;12.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;40.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;204.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;7.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;29.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;8.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;0.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;0.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;13.0
OTROS DELITOS;AMENAZAS;AMENAZAS;83.0
OTROS DELITOS;ESTUPRO;ESTUPRO;1.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;24.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);371.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;3.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;17.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;1.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;43.0
ROBO COMUN;CON VIOLENCIA;OTROS;3.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;255.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;117.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;184.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;3.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;99.0
ROBO COMUN;SIN VIOLENCIA;OTROS;207.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;5.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;18.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;1.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;1.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;1.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;14.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;206.0
LESIONES;DOLOSAS;SIN DATOS;4.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;126.0
LESIONES;CULPOSAS;SIN DATOS;6.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;2.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;1.0
HOMICIDIOS;DOLOSOS;OTROS;0.0
HOMICIDIOS;DOLOSOS;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;CULPOSOS;OTROS;17.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;53.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;216.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;6.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;110.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;3.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;23.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;0.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;12.0
OTROS DELITOS;AMENAZAS;AMENAZAS;94.0
OTROS DELITOS;ESTUPRO;ESTUPRO;4.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;21.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);287.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;6.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;3.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;5.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;17.0
ROBO COMUN;CON VIOLENCIA;OTROS;3.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;177.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;103.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;74.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;49.0
ROBO COMUN;SIN VIOLENCIA;OTROS;157.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;20.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;5.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;9.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;2.0
LESIONES;DOLOSAS;OTROS;189.0
LESIONES;DOLOSAS;SIN DATOS;0.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;41.0
LESIONES;CULPOSAS;SIN DATOS;0.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;DOLOSOS;OTROS;4.0
HOMICIDIOS;DOLOSOS;SIN DATOS;0.0
